"name","founded_on","num_funding_rounds","last_equity_funding_type","last_funding_at","headquartersCountry","employeeCount","Advertising","Agriculture.and.Farming","Clothing.and.Apparel","Commerce.and.Shopping","Community.and.Lifestyle","Computer.Hardware","Consumer.Electronics","Consumer.Goods","Content.and.Publishing","Data.and.Analytics","Design","Education","Energy","Environment.and.Sustainability","Events","Financial.Services","Food.and.Beverage","Gaming","Government.and.Military","Health.Care","HumanResources","Legal","Life.Sciences","Logistics","Manufacturing","Media.and.Entertainment","Messaging.and.Telecommunications","Music.and.Audio","Natural.Resources","Navigation.and.Mapping","Payments","Privacy.and.Security","Professional.Services","Real.Estate.and.Construction","Sales.and.Marketing","Software_x","Sports","Transportation","Travel.and.Tourism","Video","AR.and.VR","Artificial.Intelligence","Biotechnology","BlockChain","Hardware","Science.and.Engineering","Software_y","Sustainability","Round.1","Round.2","Round.3","Round.4","Round.5","short_description","success","days_since_founding"
"Instil Bio",395,4,12,435,83,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5e+07,515917,5e+06,170200000,2.5e+07,"Instil Bio is a biotechnology company that develops cell therapies for solid tumor cures.",1,1093
"Instoried",395,8,10,791,42,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5e+05,1e+06,8e+06,2e+08,1e+07,"Instoried is an augmented writing platform which improves customer interest and engagement.",0,1557
"Insurello",1,5,17,573,73,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,278180,714048,2700000,7971960,17737400,"Digital platform for customers to manage insurance claims",0,2015
"Insynctive",71,5,7,4,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130000,975000,1e+05,1e+05,2100000,"Insynctive automates Onboarding, HRIS, Benefit Administration, & Insynctive Integrated Marketplace™ for Service Providers & Corporations",0,-121
"Integrated CBD",554,4,10,199,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3300000,1e+07,20898725,24832592,3e+07,"Integrated CBD is a vertically-integrated, institutional quality and scale supplier of organically grown hemp and hemp-derived CBD.",0,286
"IntelliCulture Inc.",395,4,9,777,13,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3825,37171,248814,1e+05,1349202,"IntelliCulture has a vision to empower farms to grow their operation into a sustainable and profitable business",0,1541
"Intellimize",1,4,11,573,83,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2e+06,2e+06,8e+06,1.2e+07,3e+07,"Conversion rate optimization and personalization solution for businesses",0,2015
"Intello Labs",1,9,11,984,42,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,154000,469800,2e+06,1e+05,5900000,"Intello Labs uses image matching and machine learning to measure the quality of crops.",0,2533
"Intento",1,8,9,834,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,210000,50000,1e+05,650000,1300000,"Intento helps global companies procure and utilize the best-fit cognitive AI services across multiple scenarios via its Enterprise AI Hub.",0,2343
"InterAx Biotech Ltd",1,8,17,193,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,160000,10815,21437,99517,131637,"Arrestin-based biosensors and computational methods for GPCR based drug discovery",0,1363
"Intersect Power",1,6,8,928,83,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5e+08,4.82e+08,1.27e+08,2.6e+09,7.5e+08,"Intersect Power is a clean infrastructure company bringing efficient, innovative, and scalable low-carbon solutions.",0,2463
"Inthegame",286,5,9,905,40,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2e+05,690000,149994,150000,5100000,"Inthegame is a Tel Aviv-based startup that developed a unique platform for live & VOD streams.",0,1918
"Intoto",505,10,7,792,61,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11827,8680,58862,28263,236674,"Intoto is a Company from Norway providing real-time data from rivers and streams.",0,1346
"Intrideo",100,5,7,59,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11631,50399,73122,218208,384640,"The most effective platform to showcase the best talent, so your business focuses on managing and growing the best teams.",0,777
"IntuiTap Medical, Inc",95,6,10,706,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7e+05,50000,225000,225000,5500000,"A handheld device that enables accurate spinal-needle placement for lumbar punctures",0,2025
"Investory",92,6,9,754,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,370442,257810,613897,1e+05,169639,"The all-in one startup investor relations platform.",0,2091
"InvestSuite",429,7,10,915,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2262476,895475,1119344,846491,2192610,"InvestSuite is a global fintech providing automated investment solutions to financial institutions of all sizes.",0,1658
"Invio, Inc.",56,3,9,23,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50000,540000,120000,430000,1e+05,"Invio offers software solutions to aid in medical innovations.",0,525
"Invirsa",1,4,17,999,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149000,520000,520000,1800000,40245,"Natural small molecule indicated for acute conjunctivitis of viral origin",0,2554
"inVirtus Technologies",202,4,17,717,31,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112597,168510,165706,833153,1353981,"inVirtus Technologies project is based on connected objects sending a lot of real-time information.",0,1829
"Invizius",395,5,10,784,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,810604,683896,3392264,3775610,7368850,"Invizius is developing treatments to help hemodialysis patients live longer, feel better, and suffer fewer cardiovascular complications.",0,1549
"Invygo",460,5,10,953,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,275000,1e+06,1e+06,2e+06,1e+07,"Invygo is an app-based car subscription company that gives customers an access to dealership verified cars.",0,1646
"INX",372,4,6,524,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3500000,1400000,84117452,7454750,1e+06,"Bringing Crypto Trading into the Light with a Fully Regulated Platform",1,1276
"INZMO",140,5,9,456,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255168,125000,434539,3300000,3759230,"Usage-based P&C insurance platform for individuals",0,1610
"iOnctura",286,6,17,992,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18739200,16582757,5781690,409870,15938253,"iOnctura operates as a clinical-stage biotechnology company that specializes in developing a treatment for cancer.",0,2028
"Ionomr",264,9,10,729,13,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1254627,1174800,2300000,1822531,1140905,"Ionomr makes Aemion™ & Pemion™, next-gen ion-exchange materials for breakthrough clean technology applications involving electrochemistry.",0,1731
"ioogo",317,4,9,819,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6e+05,250000,70000,4e+05,5e+05,"ioogo is a tax and accounting software and services company that specializes in software development, mobile software, and web solutions.",0,1750
"iPage Bangladesh",540,7,7,710,7,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96000,11900,21334,14117,108000,"iPAGE is an agtech service aggregator that enables farmers with precision agriculture technologies to enhance their profitability.",0,1153
"IPaidThat",202,3,17,637,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1120504,1686720,9375630,2339205,7017617,"IPaidThat automatically imports the invoices you receive, and compare them with your bank transactions.",0,1730
"IPwe",395,4,10,758,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2050000,4025000,5e+06,3050000,3976000,"IPwe is the world’s first Global Patent Market that combines the information and tools to identify, research, evaluate & transact in patents",0,1516
"IQ Bar",365,6,17,1020,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4e+05,50000,1e+06,2800000,6194508,"IQ Bar is a Food & Beverages company.",0,1920
"IQ Motion Control",202,4,9,797,83,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,625000,1200000,255238,2800000,2305490,"High performance, affordable electric motors and controllers",0,1929
"IQM",459,7,10,875,30,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.3e+07,3023712,17043300,2840550,46259300,"IQM builds scalable hardware for universal quantum computers, focusing on superconducting technology.",0,1546
"IRegained Inc.",195,7,9,688,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,194751,210558,192655,96327,193281,"MedTech, SaaS, Healthcare, IoMT",0,1811
"Iridia",1,5,17,675,83,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,400002,2050000,3500000,7620000,2.4e+07,"Iridia is a nanotechnology company that specializes in bio-chemistry, molecular biology, and DNA.",0,2145
"IS-Wireless",202,5,17,666,66,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3516014,1348172,534579,3286561,251196,"5G, vRAN, Open RAN, cloud RAN",0,1765
"IsoEnergy",1,7,6,966,13,76,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5500000,2644219,3222743,4e+06,6e+06,"IsoEnergy is a well-funded uranium exploration and development company.",1,2511
"Isolere Bio",202,5,9,752,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,269999,250000,250000,3000,7e+06,"Isolere Bio is a Healthcare Company.",0,1873
"iSTOX",202,7,11,964,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3e+06,5e+06,49896427,5.8e+07,5e+06,"iSTOX is a digital securities platform for private market investments",0,2143
"Italic",429,4,17,507,83,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3e+07,1.5e+07,9980003,26911565,3.7e+07,"The next generation ""Everything Store""",0,1133
"Iterative Scopes",357,11,11,729,83,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1800000,5200000,1e+05,13520000,4500000,"Iterative Scopes delivers tools for physicians and life sciences in colorectal cancer and inflammatory bowel disease space.",0,1571
"Iteros",36,4,17,76,83,76,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38025,117221,625000,225000,750000,"Cloud based DER and microgrid control software",0,944
"iziwork",453,5,11,446,31,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,938521,5876276,5261950,584661,13099500,"Iziwork is a digital employment platform that connects temporary workers to a wide range of jobs and assignments.",0,1003
"Jabord",51,4,9,502,83,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,250000,1e+05,5e+05,6e+05,1e+06,"Jabord is an internet company that provides smart tools for candidates and companies to better represent themselves and find each other.",0,1826
"Jai Kisan",202,10,11,879,42,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1500000,3360000,3900000,3e+07,6e+06,"Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets/",0,2034
"Jamstack",109,5,10,786,13,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,160239,364456,615424,16000,559223,"The World's First Attachable Guitar Amp.",0,2096
"Jassby",202,5,9,444,83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3025206,1200000,1e+06,5e+06,2924671,"Jassby is a mobile payment system designed for families, kids, and teens.",0,1471
"Javara Research",395,4,11,795,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3775600,4600000,5285109,3e+07,4e+07,"Javara is an Integrated Research Organization (IRO) that is driven to change the clinical research experience .",0,1562
"JET HEALTH",51,6,13,515,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16651765,5e+05,4100000,1350000,5749999,"Provider of home nursing care services",0,1841
"JetBeep",269,5,7,604,83,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35000,49663,72702,90000,150000,"JetBeep is a product company that is working with financial institutions that are willing to roll out mobile wallets.",0,1569
"JetClosing",1,5,11,487,83,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2300000,2e+06,450000,2e+07,9e+06,"Cloud-based title management solution for real estate transactions",0,1897
"JetPack Aviation",1,4,9,216,83,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,249360,350000,150000,2628746,2e+06,"JetPack Aviation has created the world's first true jetpack.",0,1412
"Jetson",294,5,9,460,83,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1e+06,1400000,1e+05,350000,50000,"We are an intelligent ""voice-first"" commerce platform that delivers a best-in-class buying experience for your brand.",0,1329
"Jiko",1,6,11,934,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1600000,1700000,9397598,7700000,4e+07,"Provides a Banking-as-a-Service platform",0,2470
"Jones",202,5,17,880,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6e+05,2800000,2833016,4975001,12500000,"The simplest liability solution ever made for commercial real estate.",0,2035
"Joonko",1,7,11,914,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7e+05,270000,630000,2600000,2400000,"Applicant tracking solution provider for diversity recruitment",0,2447
"Journera",1,3,11,834,83,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,16808772,9e+06,11600000,11600000,2e+06,"Journera is a technology company that provides a secure, real-time data exchange for creating more seamless travel journeys",0,2343
"Joy",1,7,11,976,83,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4500000,5036000,13322980,9287496,2e+07,"Platform offering collaborative planning tools for weddings",0,2525
"Joydrive",1,5,13,138,83,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2683000,5e+05,1050000,4600995,1060000,"Joydrive is the online marketplace where customers can buy both new and pre-owned vehicles without visiting a dealership",0,1235
"JRL Energy",1,3,17,1007,83,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1e+06,1e+07,5e+05,1500000,1e+07,"Provider and processor of thermal and metallurgical coal",0,2562
"Judo Bank",1,9,17,560,5,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103677515,3.5e+08,1e+08,275926007,5e+08,"Judo is a lender powered by the latest tech that provides personal services to SMEs",0,1998
"Juggle Jobs",203,4,4,464,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,450000,1847720,2100000,15240397,642430,"Suite solution for the contingent workforce",0,1498
"Julaya",437,5,9,922,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133923,550000,2e+06,2e+06,5e+06,"Julaya is a fintech providing African businesses with a digital account to make payments.",0,1646
"JULO",1,6,3,796,38,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5e+06,1e+07,6e+07,3e+07,5e+07,"Provides affordable unsecured personal loan.",0,2294
"Jumio",77,8,8,495,83,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1368000,752039,6500000,25500000,3345881,"Jumio is an AI platform that enables users to establish their identity remotely to protect against fraud and other financial crime.",1,1779
"Jumpstart",350,6,12,626,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1600000,1e+06,1600000,8500000,2e+07,"Jumpstart is the world’s first shared talent network - leveling the playing field and enabling companies to build a more diverse workforce.",0,1455
"Jupiter Intelligence",262,7,12,657,83,63,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1e+06,8e+06,1200000,2.3e+07,1e+06,"Provider of climate analytics and risk management solutions",0,1645
"Jushi Holdings",395,9,6,965,83,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68200000,83894780,4.7e+07,33300000,58860585,"Jushi Holdings is a multi-state cannabis company that develops and operates retail locations and premium brands.",1,1779
"Just Invest",80,1,9,129,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75000,975000,875000,1175000,522539,"Investment management firm",1,1075
"JustClean",51,5,17,773,49,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1300000,3600000,8e+06,8e+06,6e+06,"JustClean is a laundry technology company that provides B2B and B2C services including marketplace applications, SaaS, and logistics.",1,2175
"Justpoint",522,5,9,769,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1e+06,1440000,5e+07,3e+05,6900000,"Justpoint is an AI-first company redesigning the medical malpractice industry.",0,1287
"Juvenescence",1,5,12,292,41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12300000,5e+07,4.6e+07,1e+08,56902324,"Juvenescence is a biotech company that develops therapies and products to modify aging and help people live longer.",0,1568
"K | Lens",1,6,9,332,22,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,560642,1476103,83346,280474,1442154,"K | Lens is a high-tech start-up developing a product range based on the K|Lens technology.",0,1643
"K Health",1,10,1,472,83,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3300000,3200000,5121188,12500000,2.5e+07,"Online platform offering multiple healthcare services",0,1876
"Kaching",202,7,17,836,73,31,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3316089,5e+06,81868,5051678,24043605,"Kaching develops a cloud-based mobile retail platform.",0,1979
"Kaia Health",1,5,12,522,83,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4e+06,9998480,8056660,2.6e+07,7.5e+07,"Kaia Health is a digital therapeutics company that creates evidence-based treatments for a range of medical disorders.",0,1944
"Kaizen Platform",254,7,3,115,83,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8e+05,5e+06,4e+06,8e+06,4600000,"Kaizen is a full-service digital customer experience optimization platform that scales data-driven creativity.",1,697
"Kaleidoscope",1,5,10,788,83,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,350000,650000,1e+05,1300000,1718177,"Online platform for scholarship design and administration",0,2285
"Kanarys",395,6,10,1036,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,115000,575000,1e+06,5e+05,1751254,"Kanarys is a Diversity, Equity & Inclusion focused SaaS platform providing clear metrics to diagnose, prioritize and optimize DEI efforts.",0,1871
